,cat,sub_cat,sql
12466,c1,s1,"SELECT T1.first_name ,  T2.department_name FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id"
12467,c1,s1,"SELECT T1.first_name ,  T2.department_name FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id"
12468,c2,s4,"SELECT first_name ,  last_name ,  salary FROM employees WHERE salary  <  6000"
12469,c2,s4,"SELECT first_name ,  last_name ,  salary FROM employees WHERE salary  <  6000"
12470,c2,s4,"SELECT first_name ,  department_id FROM employees WHERE last_name  =  'McEwen'"
12471,c2,s4,"SELECT first_name ,  department_id FROM employees WHERE last_name  =  'McEwen'"
12472,c2,s4,"SELECT * FROM employees WHERE department_id  =  ""null"""
12473,c2,s4,"SELECT * FROM employees WHERE department_id  =  ""null"""
12474,c2,s4,SELECT * FROM  departments WHERE department_name  =  'Marketing'
12475,c2,s4,SELECT * FROM  departments WHERE department_name  =  'Marketing'
12476,c2,s4,SELECT hire_date FROM employees WHERE first_name NOT LIKE '%M%'
12477,c2,s4,SELECT hire_date FROM employees WHERE first_name NOT LIKE '%M%'
12478,c2,s4,"SELECT first_name ,  last_name ,  hire_date ,  salary ,  department_id FROM employees WHERE first_name NOT LIKE '%M%'"
12479,c2,s4,"SELECT first_name ,  last_name ,  hire_date ,  salary ,  department_id FROM employees WHERE first_name NOT LIKE '%M%'"
12480,c2,s3,"SELECT first_name ,  last_name ,  hire_date ,  salary ,  department_id FROM employees WHERE first_name NOT LIKE '%M%' ORDER BY department_id"
12481,c2,s3,"SELECT first_name ,  last_name ,  hire_date ,  salary ,  department_id FROM employees WHERE first_name NOT LIKE '%M%' ORDER BY department_id"
12482,c3,s12,SELECT phone_number FROM employees WHERE salary BETWEEN 8000 AND 12000
12483,c3,s12,SELECT phone_number FROM employees WHERE salary BETWEEN 8000 AND 12000
12484,c3,s12,"SELECT * FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR  department_id != 40"
12485,c3,s12,"SELECT * FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR  department_id != 40"
12486,c2,s4,"SELECT first_name ,  last_name ,  salary FROM  employees WHERE commission_pct  =  ""null"""
12487,c2,s4,"SELECT first_name ,  last_name ,  salary FROM  employees WHERE commission_pct  =  ""null"""
12488,c3,s17,"SELECT first_name ,  last_name ,  salary FROM employees WHERE first_name LIKE '%m'"
12489,c3,s17,"SELECT first_name ,  last_name ,  salary FROM employees WHERE first_name LIKE '%m'"
12490,c3,s12,"SELECT job_id ,  hire_date FROM employees WHERE hire_date BETWEEN '2007-11-05' AND '2009-07-05'"
12491,c3,s12,"SELECT job_id ,  hire_date FROM employees WHERE hire_date BETWEEN '2007-11-05' AND '2009-07-05'"
12492,c3,s19,"SELECT first_name ,  last_name FROM employees WHERE department_id  =  70 OR department_id  =  90"
12493,c3,s19,"SELECT first_name ,  last_name FROM employees WHERE department_id  =  70 OR department_id  =  90"
12494,c2,s4,"SELECT salary ,  manager_id FROM employees WHERE manager_id != ""null"""
12495,c2,s4,"SELECT salary ,  manager_id FROM employees WHERE manager_id != ""null"""
12496,c2,s4,SELECT * FROM employees WHERE hire_date  <  '2002-06-21'
12497,c2,s4,SELECT * FROM employees WHERE hire_date  <  '2002-06-21'
12498,c3,s17,SELECT * FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' ORDER BY salary DESC
12499,c3,s17,SELECT * FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' ORDER BY salary DESC
12500,c2,s4,SELECT * FROM employees WHERE hire_date  >  '1987-09-07'
12501,c2,s4,SELECT * FROM employees WHERE hire_date  >  '1987-09-07'
12502,c2,s4,SELECT job_title FROM jobs WHERE min_salary  >  9000
12503,c2,s4,SELECT job_title FROM jobs WHERE min_salary  >  9000
12504,c3,s12,"SELECT job_title ,  max_salary - min_salary FROM jobs WHERE max_salary BETWEEN 12000 AND 18000"
12505,c3,s12,"SELECT job_title ,  max_salary - min_salary FROM jobs WHERE max_salary BETWEEN 12000 AND 18000"
12506,c3,s12,"SELECT email FROM employees WHERE commission_pct  =  ""null"" AND salary BETWEEN 7000 AND 12000 AND department_id = 50"
12507,c3,s12,"SELECT email FROM employees WHERE commission_pct  =  ""null"" AND salary BETWEEN 7000 AND 12000 AND department_id = 50"
12508,c2,s9,"SELECT employee_id ,  MAX(end_date) FROM job_history GROUP BY employee_id"
12509,c2,s9,"SELECT employee_id ,  MAX(end_date) FROM job_history GROUP BY employee_id"
12510,c3,s16,SELECT department_id FROM employees GROUP BY department_id HAVING COUNT(commission_pct) > 10
12511,c3,s16,SELECT department_id FROM employees GROUP BY department_id HAVING COUNT(commission_pct) > 10
12512,c3,s16,"SELECT DISTINCT department_id FROM employees GROUP BY department_id ,  manager_id HAVING COUNT(employee_id)  >= 4"
12513,c3,s16,"SELECT DISTINCT department_id FROM employees GROUP BY department_id ,  manager_id HAVING COUNT(employee_id)  >= 4"
12514,c3,s14,"SELECT department_id ,  AVG(salary) FROM employees WHERE commission_pct != ""null"" GROUP BY department_id"
12515,c3,s14,"SELECT department_id ,  AVG(salary) FROM employees WHERE commission_pct != ""null"" GROUP BY department_id"
12516,c2,s9,"SELECT country_id ,  COUNT(*) FROM locations GROUP BY country_id"
12517,c2,s9,"SELECT country_id ,  COUNT(*) FROM locations GROUP BY country_id"
12518,c3,s16,SELECT job_id FROM job_history WHERE end_date - start_date  > 300 GROUP BY job_id HAVING COUNT(*) >= 2
12519,c3,s16,SELECT job_id FROM job_history WHERE end_date - start_date  > 300 GROUP BY job_id HAVING COUNT(*) >= 2
12520,c3,s16,SELECT employee_id FROM job_history GROUP BY employee_id HAVING COUNT(*)  >= 2
12521,c3,s16,SELECT employee_id FROM job_history GROUP BY employee_id HAVING COUNT(*)  >= 2
12522,c4,s22,"SELECT T1.employee_id ,  T4.country_name FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN locations AS T3 ON T2.location_id  =  T3.location_id JOIN countries AS T4 ON T3.country_id  =  T4.country_id"
12523,c4,s22,"SELECT T1.employee_id ,  T4.country_name FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN locations AS T3 ON T2.location_id  =  T3.location_id JOIN countries AS T4 ON T3.country_id  =  T4.country_id"
12524,c3,s15,"SELECT T2.department_name ,  COUNT(*) FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id GROUP BY T2.department_name"
12525,c3,s15,"SELECT T2.department_name ,  COUNT(*) FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id GROUP BY T2.department_name"
12526,c3,s13,SELECT * FROM  job_history AS T1 JOIN employees AS T2 ON T1.employee_id  =  T2.employee_id WHERE T2.salary  >=  12000
12527,c3,s13,SELECT * FROM  job_history AS T1 JOIN employees AS T2 ON T1.employee_id  =  T2.employee_id WHERE T2.salary  >=  12000
12528,c3,s15,"SELECT job_title ,  AVG(salary) FROM employees AS T1 JOIN jobs AS T2 ON T1.job_id  =  T2.job_id GROUP BY T2.job_title"
12529,c3,s15,"SELECT job_title ,  AVG(salary) FROM employees AS T1 JOIN jobs AS T2 ON T1.job_id  =  T2.job_id GROUP BY T2.job_title"
12530,c4,s20,"SELECT first_name ,  last_name FROM employees WHERE salary  >  (SELECT salary FROM employees WHERE employee_id = 163 )"
12531,c4,s20,"SELECT first_name ,  last_name FROM employees WHERE salary  >  (SELECT salary FROM employees WHERE employee_id = 163 )"
12532,c2,s9,"SELECT MIN(salary) ,  department_id FROM employees GROUP BY department_id"
12533,c2,s9,"SELECT MIN(salary) ,  department_id FROM employees GROUP BY department_id"
12534,c5,s26,"SELECT first_name ,  last_name ,  department_id FROM employees WHERE salary IN (SELECT MIN(salary) FROM employees GROUP BY department_id)"
12535,c5,s26,"SELECT first_name ,  last_name ,  department_id FROM employees WHERE salary IN (SELECT MIN(salary) FROM employees GROUP BY department_id)"
12536,c5,s28,SELECT employee_id FROM employees WHERE salary  >  (SELECT AVG(salary) FROM employees)
12537,c5,s28,SELECT employee_id FROM employees WHERE salary  >  (SELECT AVG(salary) FROM employees)
12538,c4,s20,"SELECT employee_id ,  salary FROM employees WHERE manager_id  =  (SELECT employee_id FROM employees WHERE first_name  =  'Payam' )"
12539,c4,s20,"SELECT employee_id ,  salary FROM employees WHERE manager_id  =  (SELECT employee_id FROM employees WHERE first_name  =  'Payam' )"
12540,c2,s8,SELECT DISTINCT T2.department_name FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id
12541,c2,s8,SELECT DISTINCT T2.department_name FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id
12542,c3,s13,SELECT DISTINCT * FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id WHERE T1.employee_id  =  T2.manager_id
12543,c3,s13,SELECT DISTINCT * FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id WHERE T1.employee_id  =  T2.manager_id
12544,c2,s4,SELECT * FROM  departments WHERE department_name  =  'Marketing'
12545,c2,s4,SELECT * FROM  departments WHERE department_name  =  'Marketing'
12546,c3,s16,SELECT employee_id FROM job_history GROUP BY employee_id HAVING COUNT(*)  >= 2
12547,c3,s16,SELECT employee_id FROM job_history GROUP BY employee_id HAVING COUNT(*)  >= 2
12548,c3,s16,"SELECT DISTINCT department_id FROM employees GROUP BY department_id ,  manager_id HAVING COUNT(employee_id)  >= 4"
12549,c3,s16,"SELECT DISTINCT department_id FROM employees GROUP BY department_id ,  manager_id HAVING COUNT(employee_id)  >= 4"
12550,c3,s16,SELECT job_id FROM employees GROUP BY job_id HAVING AVG(salary) > 8000
12551,c3,s16,SELECT job_id FROM employees GROUP BY job_id HAVING AVG(salary) > 8000
12552,c3,s13,"SELECT T1.employee_id ,  T2.job_title FROM employees AS T1 JOIN jobs AS T2 ON T1.job_id  =  T2.job_id WHERE T1.department_id = 80"
12553,c3,s13,"SELECT T1.employee_id ,  T2.job_title FROM employees AS T1 JOIN jobs AS T2 ON T1.job_id  =  T2.job_id WHERE T1.department_id = 80"
12554,c3,s13,"SELECT T1.first_name ,  T1.job_id FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id WHERE T2.department_name  =  'Finance'"
12555,c3,s13,"SELECT T1.first_name ,  T1.job_id FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id WHERE T2.department_name  =  'Finance'"
12556,c5,s28,SELECT * FROM employees WHERE salary BETWEEN (SELECT MIN(salary) FROM employees) AND 2500
12557,c5,s28,SELECT * FROM employees WHERE salary BETWEEN (SELECT MIN(salary) FROM employees) AND 2500
12558,c4,s20,SELECT * FROM employees WHERE department_id NOT IN (SELECT department_id FROM departments WHERE manager_id BETWEEN 100 AND 200)
12559,c4,s20,SELECT * FROM employees WHERE department_id NOT IN (SELECT department_id FROM departments WHERE manager_id BETWEEN 100 AND 200)
12560,c4,s20,"SELECT first_name ,  last_name ,  hire_date FROM employees WHERE department_id  =  (SELECT department_id FROM employees WHERE first_name  =  ""Clara"")"
12561,c4,s20,"SELECT first_name ,  last_name ,  hire_date FROM employees WHERE department_id  =  (SELECT department_id FROM employees WHERE first_name  =  ""Clara"")"
12562,c4,s20,"SELECT first_name ,  last_name ,  hire_date FROM employees WHERE department_id  =  ( SELECT department_id FROM employees WHERE first_name  =  ""Clara"") AND first_name != ""Clara"""
12563,c4,s20,"SELECT first_name ,  last_name ,  hire_date FROM employees WHERE department_id  =  ( SELECT department_id FROM employees WHERE first_name  =  ""Clara"") AND first_name != ""Clara"""
12564,c4,s24,"SELECT employee_id ,  first_name ,  last_name FROM employees WHERE department_id IN ( SELECT department_id FROM employees WHERE first_name LIKE '%T%' )"
12565,c4,s24,"SELECT employee_id ,  first_name ,  last_name FROM employees WHERE department_id IN ( SELECT department_id FROM employees WHERE first_name LIKE '%T%' )"
12566,c5,s28,"SELECT employee_id ,  first_name ,  last_name ,  salary FROM employees WHERE salary  >  ( SELECT AVG (salary) FROM employees ) AND department_id IN ( SELECT department_id FROM employees WHERE first_name LIKE '%J%')"
12567,c5,s28,"SELECT employee_id ,  first_name ,  last_name ,  salary FROM employees WHERE salary  >  ( SELECT AVG (salary) FROM employees ) AND department_id IN ( SELECT department_id FROM employees WHERE first_name LIKE '%J%')"
12568,c5,s28,"SELECT employee_id ,  job_id FROM employees WHERE salary  <  ( SELECT min(salary) FROM employees WHERE job_id  =  'MK_MAN' )"
12569,c5,s28,"SELECT employee_id ,  job_id FROM employees WHERE salary  <  ( SELECT min(salary) FROM employees WHERE job_id  =  'MK_MAN' )"
12570,c5,s28,"SELECT employee_id ,  first_name ,  last_name ,  job_id FROM employees WHERE salary  >  ( SELECT max(salary) FROM employees WHERE job_id  =  'PU_MAN' )"
12571,c5,s28,"SELECT employee_id ,  first_name ,  last_name ,  job_id FROM employees WHERE salary  >  ( SELECT max(salary) FROM employees WHERE job_id  =  'PU_MAN' )"
12572,c3,s16,"SELECT department_id ,  SUM(salary) FROM employees GROUP BY department_id HAVING count(*)  >=  2"
12573,c3,s16,"SELECT department_id ,  SUM(salary) FROM employees GROUP BY department_id HAVING count(*)  >=  2"
12574,c4,s20,SELECT * FROM employees WHERE employee_id NOT IN (SELECT employee_id FROM job_history)
12575,c4,s20,SELECT * FROM employees WHERE employee_id NOT IN (SELECT employee_id FROM job_history)
12576,c2,s9,"SELECT first_name ,   last_name ,   salary ,  department_id ,  MAX(salary) FROM employees GROUP BY department_id"
12577,c2,s9,"SELECT first_name ,   last_name ,   salary ,  department_id ,  MAX(salary) FROM employees GROUP BY department_id"
12578,c4,s22,"SELECT T1.first_name ,  T1.last_name ,  T2.department_name ,  T3.city ,  T3.state_province FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN locations AS T3 ON T2.location_id  =  T3.location_id"
12579,c4,s22,"SELECT T1.first_name ,  T1.last_name ,  T2.department_name ,  T3.city ,  T3.state_province FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN locations AS T3 ON T2.location_id  =  T3.location_id"
12580,c4,s22,"SELECT T1.first_name ,  T1.last_name ,  T3.city FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN locations AS T3 ON T2.location_id  =  T3.location_id WHERE T1.first_name LIKE '%z%'"
12581,c4,s22,"SELECT T1.first_name ,  T1.last_name ,  T3.city FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN locations AS T3 ON T2.location_id  =  T3.location_id WHERE T1.first_name LIKE '%z%'"
12582,c1,s1,"SELECT T1.department_name ,  T2.city ,  T2.state_province FROM departments AS T1 JOIN locations AS T2 ON T2.location_id  =  T1.location_id"
12583,c1,s1,"SELECT T1.department_name ,  T2.city ,  T2.state_province FROM departments AS T1 JOIN locations AS T2 ON T2.location_id  =  T1.location_id"
12584,c4,s22,"SELECT T1.first_name ,  T1.last_name , T1.employee_id ,  T4.country_name FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN locations AS T3 ON T2.location_id  =  T3.location_id JOIN countries AS T4 ON T3.country_id  =  T4.country_id"
12585,c4,s22,"SELECT T1.first_name ,  T1.last_name , T1.employee_id ,  T4.country_name FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN locations AS T3 ON T2.location_id  =  T3.location_id JOIN countries AS T4 ON T3.country_id  =  T4.country_id"
12586,c3,s15,"SELECT department_name ,  COUNT(*) FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id GROUP BY department_name"
12587,c3,s15,"SELECT department_name ,  COUNT(*) FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id GROUP BY department_name"
12588,c4,s22,"SELECT first_name ,  last_name ,  salary FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN  locations AS T3 ON T2.location_id  =  T3.location_id WHERE  T3.city  =  'London'"
12589,c4,s22,"SELECT first_name ,  last_name ,  salary FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN  locations AS T3 ON T2.location_id  =  T3.location_id WHERE  T3.city  =  'London'"
12590,c2,s3,"SELECT song_name ,  releasedate FROM song ORDER BY releasedate DESC LIMIT 1"
12591,c2,s3,"SELECT song_name ,  releasedate FROM song ORDER BY releasedate DESC LIMIT 1"
12592,c2,s3,SELECT f_id FROM files ORDER BY duration DESC LIMIT 1
12593,c2,s3,SELECT f_id FROM files ORDER BY duration DESC LIMIT 1
12594,c2,s4,"SELECT song_name FROM song WHERE languages  =  ""english"""
12595,c2,s4,"SELECT song_name FROM song WHERE languages  =  ""english"""
12596,c2,s4,"SELECT f_id FROM files WHERE formats  =  ""mp3"""
12597,c2,s4,"SELECT f_id FROM files WHERE formats  =  ""mp3"""
12598,c3,s13,"SELECT DISTINCT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.rating  >  9"
12599,c3,s13,"SELECT DISTINCT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.rating  >  9"
12600,c3,s13,"SELECT DISTINCT T1.file_size ,  T1.formats FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T2.resolution  <  800"
12601,c3,s13,"SELECT DISTINCT T1.file_size ,  T1.formats FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T2.resolution  <  800"
12602,c2,s3,SELECT T1.artist_name FROM song AS T1 JOIN files AS T2 ON T1.f_id  =  T2.f_id ORDER BY T2.duration LIMIT 1
12603,c2,s3,SELECT T1.artist_name FROM song AS T1 JOIN files AS T2 ON T1.f_id  =  T2.f_id ORDER BY T2.duration LIMIT 1
12604,c2,s3,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name ORDER BY T2.rating DESC LIMIT 3"
12605,c2,s3,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name ORDER BY T2.rating DESC LIMIT 3"
12606,c3,s17,"SELECT count(*) FROM files WHERE duration LIKE ""4:%"""
12607,c3,s17,"SELECT count(*) FROM files WHERE duration LIKE ""4:%"""
12608,c2,s4,"SELECT count(*) FROM artist WHERE country  =  ""Bangladesh"""
12609,c2,s4,"SELECT count(*) FROM artist WHERE country  =  ""Bangladesh"""
12610,c3,s13,"SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"""
12611,c3,s13,"SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"""
12612,c2,s3,SELECT formats FROM files GROUP BY formats ORDER BY COUNT (*) DESC LIMIT 1
12613,c2,s3,SELECT formats FROM files GROUP BY formats ORDER BY COUNT (*) DESC LIMIT 1
12614,c4,s21,"SELECT artist_name FROM artist WHERE country  =  ""UK"" INTERSECT SELECT artist_name FROM song WHERE languages  =  ""english"""
12615,c4,s21,"SELECT artist_name FROM artist WHERE country  =  ""UK"" INTERSECT SELECT artist_name FROM song WHERE languages  =  ""english"""
12616,c4,s21,"SELECT f_id FROM files WHERE formats  =  ""mp4"" INTERSECT SELECT f_id FROM song WHERE resolution  <  1000"
12617,c4,s21,"SELECT f_id FROM files WHERE formats  =  ""mp4"" INTERSECT SELECT f_id FROM song WHERE resolution  <  1000"
12618,c3,s13,"SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla"""
12619,c3,s13,"SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla"""
12620,c3,s13,"SELECT avg(T1.duration) FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.formats  =  ""mp3"" AND T2.resolution   <  800"
12621,c3,s13,"SELECT avg(T1.duration) FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.formats  =  ""mp3"" AND T2.resolution   <  800"
12622,c2,s9,"SELECT count(*) ,  gender FROM artist GROUP BY gender"
12623,c2,s9,"SELECT count(*) ,  gender FROM artist GROUP BY gender"
12624,c2,s9,"SELECT avg(rating) ,  languages FROM song GROUP BY languages"
12625,c2,s9,"SELECT avg(rating) ,  languages FROM song GROUP BY languages"
12626,c2,s3,"SELECT T1.gender ,  T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name ORDER BY T2.resolution LIMIT 1"
12627,c2,s3,"SELECT T1.gender ,  T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name ORDER BY T2.resolution LIMIT 1"
12628,c2,s9,"SELECT count(*) ,  formats FROM files GROUP BY formats"
12629,c2,s9,"SELECT count(*) ,  formats FROM files GROUP BY formats"
12630,c5,s28,"SELECT DISTINCT song_name FROM song WHERE resolution  >  (SELECT min(resolution) FROM song WHERE languages  =  ""english"")"
12631,c5,s28,"SELECT DISTINCT song_name FROM song WHERE resolution  >  (SELECT min(resolution) FROM song WHERE languages  =  ""english"")"
12632,c5,s28,"SELECT song_name FROM song WHERE rating  <  (SELECT max(rating) FROM song WHERE genre_is  =  ""blues"")"
12633,c5,s28,"SELECT song_name FROM song WHERE rating  <  (SELECT max(rating) FROM song WHERE genre_is  =  ""blues"")"
12634,c3,s17,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.song_name LIKE ""%love%"""
12635,c3,s17,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.song_name LIKE ""%love%"""
12636,c3,s17,"SELECT T1.artist_name ,  T1.gender FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.releasedate LIKE ""%Mar%"""
12637,c3,s17,"SELECT T1.artist_name ,  T1.gender FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.releasedate LIKE ""%Mar%"""
12638,c2,s3,"SELECT g_name ,  rating FROM genre ORDER BY g_name"
12639,c2,s3,"SELECT g_name ,  rating FROM genre ORDER BY g_name"
12640,c2,s3,SELECT song_name FROM song ORDER BY resolution
12641,c2,s3,SELECT song_name FROM song ORDER BY resolution
12642,c4,s21,"SELECT f_id FROM files WHERE formats  =  ""mp4"" UNION SELECT f_id FROM song WHERE resolution  >  720"
12643,c4,s21,"SELECT f_id FROM files WHERE formats  =  ""mp4"" UNION SELECT f_id FROM song WHERE resolution  >  720"
12644,c4,s21,"SELECT T2.song_name FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.duration LIKE ""4:%"" UNION SELECT song_name FROM song WHERE languages  =  ""english"""
12645,c4,s21,"SELECT T2.song_name FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.duration LIKE ""4:%"" UNION SELECT song_name FROM song WHERE languages  =  ""english"""
12646,c2,s3,SELECT languages FROM song GROUP BY languages ORDER BY count(*) DESC LIMIT 1
12647,c2,s3,SELECT languages FROM song GROUP BY languages ORDER BY count(*) DESC LIMIT 1
12648,c3,s14,SELECT artist_name FROM song WHERE resolution  >  500 GROUP BY languages ORDER BY count(*) DESC LIMIT 1
12649,c3,s14,SELECT artist_name FROM song WHERE resolution  >  500 GROUP BY languages ORDER BY count(*) DESC LIMIT 1
12650,c3,s19,"SELECT artist_name FROM artist WHERE country  =  ""UK"" AND gender  =  ""Male"""
12651,c3,s19,"SELECT artist_name FROM artist WHERE country  =  ""UK"" AND gender  =  ""Male"""
12652,c3,s19,"SELECT song_name FROM song WHERE genre_is  =  ""modern"" OR languages  =  ""english"""
12653,c3,s19,"SELECT song_name FROM song WHERE genre_is  =  ""modern"" OR languages  =  ""english"""
12654,c4,s21,"SELECT T2.song_name FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.formats  =  ""mp3"" INTERSECT SELECT song_name FROM song WHERE resolution  <  1000"
12655,c4,s21,"SELECT T2.song_name FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.formats  =  ""mp3"" INTERSECT SELECT song_name FROM song WHERE resolution  <  1000"
12656,c4,s21,"SELECT artist_name FROM artist WHERE country  =  ""UK"" INTERSECT SELECT T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english"""
12657,c4,s21,"SELECT artist_name FROM artist WHERE country  =  ""UK"" INTERSECT SELECT T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english"""
12658,c2,s4,"SELECT avg(rating) ,  avg(resolution) FROM song WHERE languages  =  ""bangla"""
12659,c2,s4,"SELECT avg(rating) ,  avg(resolution) FROM song WHERE languages  =  ""bangla"""
12660,c3,s17,"SELECT max(T2.resolution) ,  min(T2.resolution) FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.duration LIKE ""3:%"""
12661,c3,s17,"SELECT max(T2.resolution) ,  min(T2.resolution) FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.duration LIKE ""3:%"""
12662,c3,s15,"SELECT max(T1.duration) ,  max(T2.resolution) ,  T2.languages FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id GROUP BY T2.languages ORDER BY T2.languages"
12663,c3,s15,"SELECT max(T1.duration) ,  max(T2.resolution) ,  T2.languages FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id GROUP BY T2.languages ORDER BY T2.languages"
12664,c3,s15,"SELECT min(T1.duration) ,  min(T2.rating) ,  T2.genre_is FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id GROUP BY T2.genre_is ORDER BY T2.genre_is"
12665,c3,s15,"SELECT min(T1.duration) ,  min(T2.rating) ,  T2.genre_is FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id GROUP BY T2.genre_is ORDER BY T2.genre_is"
12666,c3,s13,"SELECT T1.artist_name ,  count(*) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english"" GROUP BY T2.artist_name HAVING count(*)  >=  1"
12667,c3,s13,"SELECT T1.artist_name ,  count(*) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english"" GROUP BY T2.artist_name HAVING count(*)  >=  1"
12668,c3,s13,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.resolution  >  900 GROUP BY T2.artist_name HAVING count(*)  >=  1"
12669,c3,s13,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.resolution  >  900 GROUP BY T2.artist_name HAVING count(*)  >=  1"
12670,c3,s15,"SELECT T1.artist_name ,  count(*) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name GROUP BY T2.artist_name ORDER BY count(*) DESC LIMIT 3"
12671,c3,s15,"SELECT T1.artist_name ,  count(*) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name GROUP BY T2.artist_name ORDER BY count(*) DESC LIMIT 3"
